Fetching Dependent Repos
com.alipay.sofa:hessian - https://github.com/alipay/sofa-hessian - 30
sofastack/sofa-bolt: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sofastack/sofa-bolt', 'stargazers_count': 2356, 'forks_count': 853, 'subscribers_count': 161}
fanhq/arithmetic: {'archived': False, 'fork': False, 'html_url': 'https://github.com/fanhq/arithmetic', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
pear-li1015/learn: {'archived': False, 'fork': False, 'html_url': 'https://github.com/pear-li1015/learn', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
younessaghazzaf/Coap-Proxy: {'archived': False, 'fork': False, 'html_url': 'https://github.com/younessaghazzaf/Coap-Proxy', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Yuwei-Deng/panda-iot: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Yuwei-Deng/panda-iot', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Yuwei-Deng/panda-iot: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Yuwei-Deng/panda-iot', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
kre8mymedia/Leshan-Repo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kre8mymedia/Leshan-Repo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
kkhaveabigdream/iot-gateway: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kkhaveabigdream/iot-gateway', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
automation555/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/automation555/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
automation555/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/automation555/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
songkui/fagp: {'archived': False, 'fork': False, 'html_url': 'https://github.com/songkui/fagp', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
daihongwei/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/daihongwei/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
potatolylc/SmartHomeRapidPrototype: {'archived': False, 'fork': False, 'html_url': 'https://github.com/potatolylc/SmartHomeRapidPrototype', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
binhdv37/nong-nghiep-v2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/binhdv37/nong-nghiep-v2', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Pod3Gs/SimulatorHub: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Pod3Gs/SimulatorHub', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
wumingmin/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wumingmin/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Raja523/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Raja523/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
wumingmin/IOT-Technical-Guide: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wumingmin/IOT-Technical-Guide', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
gideshi/thingsboard-luo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gideshi/thingsboard-luo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}

com.xuxueli:xxl-job-core - https://github.com/xuxueli/xxl-job - 88
wayn111/waynboot-mall: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wayn111/waynboot-mall', 'stargazers_count': 699, 'forks_count': 185, 'subscribers_count': 10}
yinjihuan/kitty: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yinjihuan/kitty', 'stargazers_count': 645, 'forks_count': 284, 'subscribers_count': 31}
lyb-geek/springboot-learning: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lyb-geek/springboot-learning', 'stargazers_count': 570, 'forks_count': 429, 'subscribers_count': 12}
dromara/TLog: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dromara/TLog', 'stargazers_count': 504, 'forks_count': 94, 'subscribers_count': 13}
smart-cloud/smart-cloud: {'archived': False, 'fork': False, 'html_url': 'https://github.com/smart-cloud/smart-cloud', 'stargazers_count': 408, 'forks_count': 133, 'subscribers_count': 15}
itwanger/coding-more: {'archived': False, 'fork': False, 'html_url': 'https://github.com/itwanger/coding-more', 'stargazers_count': 285, 'forks_count': 82, 'subscribers_count': 5}
KonBAI-Q/RuoYi-Flowable-Plus: {'archived': False, 'fork': False, 'html_url': 'https://github.com/KonBAI-Q/RuoYi-Flowable-Plus', 'stargazers_count': 179, 'forks_count': 65, 'subscribers_count': 4}
SevenEX/bitrade-parent: {'archived': False, 'fork': False, 'html_url': 'https://github.com/SevenEX/bitrade-parent', 'stargazers_count': 129, 'forks_count': 88, 'subscribers_count': 8}
wudskq/wc-manager-system: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wudskq/wc-manager-system', 'stargazers_count': 86, 'forks_count': 19, 'subscribers_count': 13}
trydofor/professional-wings: {'archived': False, 'fork': False, 'html_url': 'https://github.com/trydofor/professional-wings', 'stargazers_count': 85, 'forks_count': 10, 'subscribers_count': 3}
bbossgroups/springboot-elasticsearch-webservice: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bbossgroups/springboot-elasticsearch-webservice', 'stargazers_count': 32, 'forks_count': 17, 'subscribers_count': 6}
cjl84914/eplison: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cjl84914/eplison', 'stargazers_count': 12, 'forks_count': 2, 'subscribers_count': 1}
roncoo/roncoo-spring-boot: {'archived': False, 'fork': False, 'html_url': 'https://github.com/roncoo/roncoo-spring-boot', 'stargazers_count': 9, 'forks_count': 19, 'subscribers_count': 11}
photowey/the-way-to-java: {'archived': False, 'fork': False, 'html_url': 'https://github.com/photowey/the-way-to-java', 'stargazers_count': 8, 'forks_count': 2, 'subscribers_count': 3}
wujun728/jun_springcloud_vue: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wujun728/jun_springcloud_vue', 'stargazers_count': 7, 'forks_count': 3, 'subscribers_count': 1}
p0mp0k0/RuoYi-Vue-Plus-Postgresql: {'archived': False, 'fork': False, 'html_url': 'https://github.com/p0mp0k0/RuoYi-Vue-Plus-Postgresql', 'stargazers_count': 6, 'forks_count': 5, 'subscribers_count': 2}
Dewey-Ding/spring-learn: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Dewey-Ding/spring-learn', 'stargazers_count': 5, 'forks_count': 6, 'subscribers_count': 3}
15927853463/AI-Tea-With-Milk-Order: {'archived': False, 'fork': False, 'html_url': 'https://github.com/15927853463/AI-Tea-With-Milk-Order', 'stargazers_count': 3, 'forks_count': 0, 'subscribers_count': 1}
xuyaokun-github/KunShareDemo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xuyaokun-github/KunShareDemo', 'stargazers_count': 3, 'forks_count': 0, 'subscribers_count': 1}
18500507445/nova: {'archived': False, 'fork': False, 'html_url': 'https://github.com/18500507445/nova', 'stargazers_count': 3, 'forks_count': 4, 'subscribers_count': 2}
tajinshi/springboot-mongodb: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tajinshi/springboot-mongodb', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 1}
DiligentNezha/apocalypse: {'archived': False, 'fork': False, 'html_url': 'https://github.com/DiligentNezha/apocalypse', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 0}
4gnosed/cess: {'archived': False, 'fork': False, 'html_url': 'https://github.com/4gnosed/cess', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 1}
zw543190914/cloud: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zw543190914/cloud', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 1}
wuuJiawei/Asuka: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wuuJiawei/Asuka', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 1}
VikiChen/JavaPlus: {'archived': False, 'fork': False, 'html_url': 'https://github.com/VikiChen/JavaPlus', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
jaiaxnGithub/adaptation: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jaiaxnGithub/adaptation', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 0}
hoggenw/sublimation: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hoggenw/sublimation', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
cherishsince/dora: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cherishsince/dora', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
weixiaojian/MessageCenter: {'archived': False, 'fork': False, 'html_url': 'https://github.com/weixiaojian/MessageCenter', 'stargazers_count': 1, 'forks_count': 2, 'subscribers_count': 1}
lzlevin/framework: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lzlevin/framework', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
shenfurenjie/btp-boot: {'archived': False, 'fork': False, 'html_url': 'https://github.com/shenfurenjie/btp-boot', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
dgw0302/Austin: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dgw0302/Austin', 'stargazers_count': 1, 'forks_count': 2, 'subscribers_count': 1}
felicificfish/demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/felicificfish/demo', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 0}
ltztao/lt-job: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ltztao/lt-job', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
wfeng/xxl-job-admin: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wfeng/xxl-job-admin', 'stargazers_count': 1, 'forks_count': 3, 'subscribers_count': 2}
poemp/alibaba-springcloud-seed: {'archived': False, 'fork': False, 'html_url': 'https://github.com/poemp/alibaba-springcloud-seed', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
fangkun202303/job: {'archived': False, 'fork': False, 'html_url': 'https://github.com/fangkun202303/job', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
1988tianyuan/bigdata-spider: {'archived': False, 'fork': False, 'html_url': 'https://github.com/1988tianyuan/bigdata-spider', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
bandiaozi3000/test2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bandiaozi3000/test2', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
allsmallpig/FluxDemo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/allsmallpig/FluxDemo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
kaituoC/kktest: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kaituoC/kktest', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
dhstime/crawler: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dhstime/crawler', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
LiutTeng/xiaoxi: {'archived': False, 'fork': False, 'html_url': 'https://github.com/LiutTeng/xiaoxi', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
jaf0309/simpleMoment: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jaf0309/simpleMoment', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
wangqiangacer/message-sms: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wangqiangacer/message-sms', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ljsinsist20/ggkt_parent: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ljsinsist20/ggkt_parent', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
liyanwen940401/springboottwo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/liyanwen940401/springboottwo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
VestigesOfThePast/qh-phenom: {'archived': False, 'fork': False, 'html_url': 'https://github.com/VestigesOfThePast/qh-phenom', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
carter171717/begin: {'archived': False, 'fork': False, 'html_url': 'https://github.com/carter171717/begin', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ProMatheus-ltsc/ggkt_parent: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ProMatheus-ltsc/ggkt_parent', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
miaodapeng/fictitiousTransactions: {'archived': False, 'fork': False, 'html_url': 'https://github.com/miaodapeng/fictitiousTransactions', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 1}
hdou92/test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hdou92/test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
sunkolin/starfish: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sunkolin/starfish', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
dhl469213145/frame-dev: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dhl469213145/frame-dev', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
VincentBingbo/sms: {'archived': False, 'fork': False, 'html_url': 'https://github.com/VincentBingbo/sms', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 1}
gnosis-xian/shortage-url: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gnosis-xian/shortage-url', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
TYB-LuoYun/design: {'archived': False, 'fork': False, 'html_url': 'https://github.com/TYB-LuoYun/design', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
yunguanglu501/spring-boot-learn: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yunguanglu501/spring-boot-learn', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
zzp2github/attention_timer: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zzp2github/attention_timer', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
gaozhanlu/shop-mall: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gaozhanlu/shop-mall', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ABadGuy106/xxl-job-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ABadGuy106/xxl-job-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
stephendengbl/toutiao: {'archived': False, 'fork': False, 'html_url': 'https://github.com/stephendengbl/toutiao', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
buertianci/pringboot-xxljob-executor: {'archived': False, 'fork': False, 'html_url': 'https://github.com/buertianci/pringboot-xxljob-executor', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ccoderJava/compensation-event: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ccoderJava/compensation-event', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
zhenyed/dzy-crawler: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zhenyed/dzy-crawler', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Youjian-Tinker/NetClassRoom: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Youjian-Tinker/NetClassRoom', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
yuanyang001/spring-batch: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yuanyang001/spring-batch', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
puck-ini/spring-boot-all: {'archived': False, 'fork': False, 'html_url': 'https://github.com/puck-ini/spring-boot-all', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
FunCloud/spring-4.0: {'archived': False, 'fork': False, 'html_url': 'https://github.com/FunCloud/spring-4.0', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
xiangshaw/xiao: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xiangshaw/xiao', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
yanyuhao200/ggkt_parent: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yanyuhao200/ggkt_parent', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
shuoyueqishi/AlexonXu: {'archived': False, 'fork': False, 'html_url': 'https://github.com/shuoyueqishi/AlexonXu', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
fengyunyangkaifa/usian-leadnews: {'archived': False, 'fork': False, 'html_url': 'https://github.com/fengyunyangkaifa/usian-leadnews', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
lanshao123/usian-leadnews: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lanshao123/usian-leadnews', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
achaoyyds/heima-dianping: {'archived': False, 'fork': False, 'html_url': 'https://github.com/achaoyyds/heima-dianping', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
fantisticjob/fssc-rptdata: {'archived': False, 'fork': False, 'html_url': 'https://github.com/fantisticjob/fssc-rptdata', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
rulerliu/excel-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rulerliu/excel-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
shanghai2015/dwaybill: {'archived': False, 'fork': False, 'html_url': 'https://github.com/shanghai2015/dwaybill', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
zuminX/sudoku: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zuminX/sudoku', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 2}
huangtengjiao/ajiao-learning: {'archived': False, 'fork': False, 'html_url': 'https://github.com/huangtengjiao/ajiao-learning', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
javaProgrammer01/design_module: {'archived': False, 'fork': False, 'html_url': 'https://github.com/javaProgrammer01/design_module', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
forflyxia/xtaskschedule: {'archived': False, 'fork': False, 'html_url': 'https://github.com/forflyxia/xtaskschedule', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
AmuseBoy/frameone: {'archived': False, 'fork': False, 'html_url': 'https://github.com/AmuseBoy/frameone', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
zhangjianfeng1994/rabbit_test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zhangjianfeng1994/rabbit_test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
donglaimi2333/20200727: {'archived': False, 'fork': False, 'html_url': 'https://github.com/donglaimi2333/20200727', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
JerAxxxxxxx/The-Wind-Rises: {'archived': False, 'fork': False, 'html_url': 'https://github.com/JerAxxxxxxx/The-Wind-Rises', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
zhouchao4664/spring-boot-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zhouchao4664/spring-boot-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}

com.github.samtools:htsjdk - https://github.com/samtools/htsjdk - 33
pcingola/SnpEff: {'archived': False, 'fork': False, 'html_url': 'https://github.com/pcingola/SnpEff', 'stargazers_count': 222, 'forks_count': 75, 'subscribers_count': 24}
mozack/abra2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mozack/abra2', 'stargazers_count': 86, 'forks_count': 10, 'subscribers_count': 17}
HadoopGenomics/Hadoop-BAM: {'archived': False, 'fork': False, 'html_url': 'https://github.com/HadoopGenomics/Hadoop-BAM', 'stargazers_count': 70, 'forks_count': 52, 'subscribers_count': 18}
GenomiqueENS/eoulsan: {'archived': False, 'fork': False, 'html_url': 'https://github.com/GenomiqueENS/eoulsan', 'stargazers_count': 50, 'forks_count': 11, 'subscribers_count': 16}
googlegenomics/dataflow-java: {'archived': False, 'fork': False, 'html_url': 'https://github.com/googlegenomics/dataflow-java', 'stargazers_count': 36, 'forks_count': 31, 'subscribers_count': 29}
Kingsford-Group/kourami: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Kingsford-Group/kourami', 'stargazers_count': 32, 'forks_count': 12, 'subscribers_count': 16}
seppinho/mutserve: {'archived': False, 'fork': False, 'html_url': 'https://github.com/seppinho/mutserve', 'stargazers_count': 29, 'forks_count': 6, 'subscribers_count': 10}
opencb/biodata: {'archived': False, 'fork': False, 'html_url': 'https://github.com/opencb/biodata', 'stargazers_count': 27, 'forks_count': 34, 'subscribers_count': 19}
TheJacksonLaboratory/LIRICAL: {'archived': False, 'fork': False, 'html_url': 'https://github.com/TheJacksonLaboratory/LIRICAL', 'stargazers_count': 22, 'forks_count': 11, 'subscribers_count': 12}
hartwigmedical/pipeline5: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hartwigmedical/pipeline5', 'stargazers_count': 14, 'forks_count': 3, 'subscribers_count': 3}
DReichLab/ADNA-Tools: {'archived': False, 'fork': False, 'html_url': 'https://github.com/DReichLab/ADNA-Tools', 'stargazers_count': 13, 'forks_count': 0, 'subscribers_count': 6}
monarch-initiative/HpoCaseAnnotator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/monarch-initiative/HpoCaseAnnotator', 'stargazers_count': 8, 'forks_count': 0, 'subscribers_count': 19}
BGI-flexlab/SOAPMetaS: {'archived': False, 'fork': False, 'html_url': 'https://github.com/BGI-flexlab/SOAPMetaS', 'stargazers_count': 7, 'forks_count': 1, 'subscribers_count': 3}
heuermh/dishevelled-bio: {'archived': False, 'fork': False, 'html_url': 'https://github.com/heuermh/dishevelled-bio', 'stargazers_count': 6, 'forks_count': 0, 'subscribers_count': 4}
EBIvariation/eva-accession: {'archived': False, 'fork': False, 'html_url': 'https://github.com/EBIvariation/eva-accession', 'stargazers_count': 3, 'forks_count': 13, 'subscribers_count': 5}
molgenis/vip-decision-tree: {'archived': False, 'fork': False, 'html_url': 'https://github.com/molgenis/vip-decision-tree', 'stargazers_count': 3, 'forks_count': 0, 'subscribers_count': 5}
molgenis/vip-decision-tree: {'archived': False, 'fork': False, 'html_url': 'https://github.com/molgenis/vip-decision-tree', 'stargazers_count': 3, 'forks_count': 0, 'subscribers_count': 5}
mcupak/genome-coordinates-converter: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mcupak/genome-coordinates-converter', 'stargazers_count': 3, 'forks_count': 0, 'subscribers_count': 3}
TheJacksonLaboratory/diachromatic: {'archived': False, 'fork': False, 'html_url': 'https://github.com/TheJacksonLaboratory/diachromatic', 'stargazers_count': 3, 'forks_count': 1, 'subscribers_count': 6}
iliat/gatk-tools-java: {'archived': False, 'fork': False, 'html_url': 'https://github.com/iliat/gatk-tools-java', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 4}
ejwinter/BiorToTrack: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ejwinter/BiorToTrack', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
manojbhosale/ngsUtils: {'archived': False, 'fork': False, 'html_url': 'https://github.com/manojbhosale/ngsUtils', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
GuilhemSempere/Mgdb2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/GuilhemSempere/Mgdb2', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 9}
zgmwum/VcfToolbox: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zgmwum/VcfToolbox', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
jdr0887/jguitar: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jdr0887/jguitar', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 2}
bigdatagenomics/convert: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bigdatagenomics/convert', 'stargazers_count': 0, 'forks_count': 5, 'subscribers_count': 5}
uichuimi/Coat: {'archived': False, 'fork': False, 'html_url': 'https://github.com/uichuimi/Coat', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
zym1905/bioinformatics: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zym1905/bioinformatics', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
molgenis/vkgl-vcf-converter: {'archived': True, 'fork': False, 'html_url': 'https://github.com/molgenis/vkgl-vcf-converter', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 4}
molgenis/vkgl-vcf-converter: {'archived': True, 'fork': False, 'html_url': 'https://github.com/molgenis/vkgl-vcf-converter', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 4}
lvaruzza/licorice: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lvaruzza/licorice', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
trozamon/hadoop-examples: {'archived': False, 'fork': False, 'html_url': 'https://github.com/trozamon/hadoop-examples', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 2}
mr-tijn/boinq2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mr-tijn/boinq2', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}

org.apache.tika:tika-core - https://github.com/apache/tika.git - 113
theonedev/onedev: {'archived': False, 'fork': False, 'html_url': 'https://github.com/theonedev/onedev', 'stargazers_count': 12324, 'forks_count': 821, 'subscribers_count': 132}
xwiki/xwiki-platform: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xwiki/xwiki-platform', 'stargazers_count': 908, 'forks_count': 516, 'subscribers_count': 61}
rnewson/couchdb-lucene: {'archived': True, 'fork': False, 'html_url': 'https://github.com/rnewson/couchdb-lucene', 'stargazers_count': 768, 'forks_count': 146, 'subscribers_count': 37}
apache/openmeetings: {'archived': False, 'fork': False, 'html_url': 'https://github.com/apache/openmeetings', 'stargazers_count': 607, 'forks_count': 260, 'subscribers_count': 62}
lyb-geek/springboot-learning: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lyb-geek/springboot-learning', 'stargazers_count': 570, 'forks_count': 429, 'subscribers_count': 12}
cantaloupe-project/cantaloupe: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cantaloupe-project/cantaloupe', 'stargazers_count': 263, 'forks_count': 100, 'subscribers_count': 34}
mirkosertic/FXDesktopSearch: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mirkosertic/FXDesktopSearch', 'stargazers_count': 168, 'forks_count': 40, 'subscribers_count': 16}
jtalks-org/jcommune: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jtalks-org/jcommune', 'stargazers_count': 108, 'forks_count': 80, 'subscribers_count': 44}
korpling/ANNIS: {'archived': False, 'fork': False, 'html_url': 'https://github.com/korpling/ANNIS', 'stargazers_count': 67, 'forks_count': 25, 'subscribers_count': 12}
berlam/github-bucket: {'archived': True, 'fork': False, 'html_url': 'https://github.com/berlam/github-bucket', 'stargazers_count': 60, 'forks_count': 12, 'subscribers_count': 6}
holodeck-b2b/Holodeck-B2B: {'archived': False, 'fork': False, 'html_url': 'https://github.com/holodeck-b2b/Holodeck-B2B', 'stargazers_count': 60, 'forks_count': 35, 'subscribers_count': 18}
klask-io/klask-io: {'archived': False, 'fork': False, 'html_url': 'https://github.com/klask-io/klask-io', 'stargazers_count': 51, 'forks_count': 26, 'subscribers_count': 7}
wenqiglantz/customer-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wenqiglantz/customer-service', 'stargazers_count': 50, 'forks_count': 27, 'subscribers_count': 4}
